case_id,frame,trace_index,stage_route_index,stage_label,player_x,player_y,bombs,power,observed_bomb_cost,post_hit_bomb_stock_decrease,deathbomb_requested,active_bullets,active_lasers,active_items,pipeline_clearance_at_hit,minimum_pipeline_clearance_240f,minimum_corridor_slack_240f,action_lag,action,nearest_bullet_slot,nearest_bullet_clearance,nearest_laser_slot,nearest_laser_clearance,primary_cause_class,planner_failure_class,usable_robust_warning_lead_frames,usable_viability_warning_lead_frames,viability_kernel_exhausted_at_frame,contributing_factors,spell_id,spell_name,spell_attribution_status
LUN-S0-F1747-T1,1747,0,0,Stage 1,8.0,432.0,3.0,1.0,0.0,0.0,False,144,0,0,-1.8142446279525757,-1.8142446279525757,,3,up_right_fast,874,3.522483158618195,,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,4,0,,playfield_boundary,,,no_active_spell_at_hit
LUN-S0-F2690-T1,2690,0,0,Stage 1,315.4267578125,16.0,3.0,7.0,0.0,0.0,False,223,0,0,-4.169059842824936,-7.386756896972656,,2,down_left_fast,253,0.62200927734375,,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,11,0,,fast_mode,,,no_active_spell_at_hit
LUN-S0-F6978-T1,6978,0,0,Stage 1,376.0,432.0,3.0,1.0,0.0,0.0,False,323,0,0,-3.8772030770778656,-3.8772030770778656,,3,left_fast,1214,1.718963623046875,,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,8,0,,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S0-F13786-T1,13786,0,0,Stage 1,8.0,406.6856689453125,3.0,4.0,0.0,0.0,False,362,0,0,-1.7766905725002289,-1.7766905725002289,,2,down_fast,51,-0.059126853942871094,,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,3,0,,playfield_boundary,5,灯符「ファイヤフライフェノメノン」,resolved_live_spell_state
LUN-S1-F22167-T1,22167,0,1,Stage 2,8.0,56.43208694458008,3.0,10.0,0.0,0.0,False,121,0,0,-1.9487306624650955,-1.9487306624650955,,3,up_left,417,0.04803657531738281,,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,8,0,,playfield_boundary,,,no_active_spell_at_hit
LUN-S1-F23551-T1,23551,0,1,Stage 2,14.90000057220459,432.0,3.0,8.0,0.0,0.0,False,251,0,0,1.1189668625593185,-3.3960927724838257,,2,up_left_fast,338,-3.0496826171875,,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,6,0,,playfield_boundary,,,no_active_spell_at_hit
LUN-S1-F24682-T1,24682,0,1,Stage 2,33.979042053222656,432.0,3.0,0.0,0.0,0.0,False,248,0,0,-1.7583496123552322,-2.17938232421875,,2,stay,404,1.6771316528320312,,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,6,0,,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S1-F26155-T1,26155,0,1,Stage 2,8.0,407.3642578125,3.0,1.0,0.0,0.0,False,442,0,0,-2.414097025990486,-2.414097025990486,,3,up,580,4.02587890625,,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,11,0,,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S1-F31942-T1,31942,0,1,Stage 2,360.13128662109375,432.0,3.0,13.0,0.0,0.0,False,629,0,0,-4.174914553761482,-4.3749145567417145,,2,up_left_fast,994,0.2354736328125,,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,11,0,,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S1-F43877-T1,43877,0,1,Stage 2,11.252691268920898,428.0,3.0,1.0,0.0,0.0,False,623,0,0,-0.15404053032398224,-0.15404053032398224,,3,down_left,625,-0.8982963562011719,,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,6,0,,playfield_boundary;fast_mode,28,夜盲「夜雀の歌」,resolved_live_spell_state
