case_id,frame,trace_index,stage_route_index,stage_label,player_x,player_y,bombs,power,observed_bomb_cost,post_hit_bomb_stock_decrease,deathbomb_requested,active_bullets,active_lasers,active_items,pipeline_clearance_at_hit,minimum_pipeline_clearance_240f,minimum_corridor_slack_240f,action_lag,action,nearest_bullet_slot,nearest_bullet_clearance,nearest_laser_slot,nearest_laser_clearance,primary_cause_class,planner_failure_class,usable_robust_warning_lead_frames,usable_viability_warning_lead_frames,viability_kernel_exhausted_at_frame,contributing_factors,spell_id,spell_name,spell_attribution_status
LUN-S0-F4750-T1,4750,0,0,Stage 1,372.3202819824219,432.0,3.0,2.0,0.0,0.0,False,336,0,0,-0.5782827138900757,-0.5782827138900757,,2,up_fast,287,-1.735076904296875,,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,7,0,,playfield_boundary;fast_mode,1,蛍符「地上の彗星」,resolved_live_spell_state
LUN-S1-F23996-T1,23996,0,1,Stage 2,8.0,59.80469512939453,3.0,21.0,0.0,0.0,False,349,0,0,-1.3704968392848969,-1.3704968392848969,,2,stay,1054,1.8061447143554688,,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,10,0,,playfield_boundary,,,no_active_spell_at_hit
LUN-S1-F24687-T1,24687,0,1,Stage 2,345.10003662109375,432.0,3.0,7.0,0.0,0.0,False,254,0,0,-4.598376467823982,-4.598376467823982,,2,left_fast,349,-2.858001708984375,,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,6,0,,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S1-F26124-T1,26124,0,1,Stage 2,376.0,432.0,3.0,2.0,0.0,0.0,False,564,0,0,-6.5372314453125,-6.5372314453125,,2,right,750,7.250396728515625,,,observed_enemy_body_overlap,robust_action_set_exhausted_before_hit,6,0,,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S1-F38598-T1,38598,0,1,Stage 2,227.17584228515625,422.3431396484375,3.0,4.0,0.0,0.0,False,721,0,0,0.42216186225414276,0.42216186225414276,,1,up_fast,1457,-1.196197509765625,,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,10,0,,fast_mode,,,no_active_spell_at_hit
LUN-S2-F45945-T1,45945,0,2,Stage 3,260.4677734375,432.0,3.0,17.0,0.0,0.0,False,204,0,0,-3.5817929208278656,-3.5817929208278656,,2,up_fast,1479,2.828826904296875,,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,14,0,,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S2-F46910-T1,46910,0,2,Stage 3,376.0,432.0,3.0,11.0,0.0,0.0,False,601,0,0,-1.9976074248552322,-1.9976074248552322,,2,stay,892,0.40087890625,,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,6,0,,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S2-F51473-T1,51473,0,2,Stage 3,8.0,425.99578857421875,3.0,3.0,0.0,0.0,False,603,0,0,-3.175397276878357,-3.175397276878357,,2,right_fast,1245,12.966577645449712,,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,6,0,,playfield_boundary,35,産霊「ファーストピラミッド」,resolved_live_spell_state
LUN-S2-F52304-T1,52304,0,2,Stage 3,376.0,415.0294189453125,4.0,1.0,1.0,1.0,False,333,0,0,-3.3969299346208572,-3.3969299346208572,,2,right_fast,282,1.413604736328125,,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,9,0,,playfield_boundary;fast_mode,35,産霊「ファーストピラミッド」,resolved_live_spell_state
LUN-S2-F53155-T1,53155,0,2,Stage 3,354.06280517578125,432.0,4.0,27.0,1.0,1.0,False,282,0,0,-0.27125854790210724,-0.8001149892807007,,1,left_fast,690,-3.1295166015625,,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,9,0,,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S2-F60338-T1,60338,0,2,Stage 3,8.0,432.0,4.0,29.0,1.0,1.0,False,234,0,0,-7.303716421127319,-7.303716421127319,,2,up,1413,0.068267822265625,,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,14,0,,playfield_boundary;fast_mode,38,始符「エフェメラリティ137」,resolved_live_spell_state
LUN-S2-F68555-T1,68555,0,2,Stage 3,8.394608497619629,424.0,3.0,14.0,0.0,0.0,False,451,0,0,-2.1440487802028656,-2.1440487802028656,,2,up_right_fast,129,2.6871395111083984,,,modeled_committed_prefix_collision,late_collision_after_positive_causal_margin,0,0,,playfield_boundary,46,国体「三種の神器　郷」,resolved_live_spell_state
LUN-S2-F71601-T1,71601,0,2,Stage 3,360.61474609375,432.0,3.0,2.0,0.0,0.0,False,316,193,0,-1.6663266122341156,-1.6663266122341156,,2,up_right,1244,6.782204455345821,42,10.153729375052569,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,6,0,,playfield_boundary,50,虚史「幻想郷伝説」,resolved_live_spell_state
